x;y;z;a;index
3.9521;0.8078;8.9127;9.783;15.4989
4.1241;-2.7342;6.2497;7.9713;15.9465
4.4111;-9.8982;2.6297;11.1511;17.7174
4.5841;-11.5072;-1.4873;12.4756;18.133
8.3571;-8.8252;-2.5603;12.421;17.7852
6.7291;-6.0672;7.1307;11.5299;19.9119
6.0781;-0.6272;5.6947;8.3526;20.1723
6.3461;-2.7152;6.7667;9.6661;20.0554
7.0931;-0.5512;6.2117;9.4446;19.9093
3.3771;-3.2132;1.2127;4.8166;21.0132
3.0131;-28.7462;6.0007;29.52;32.8906
1.1741;-11.9472;0.4077;12.0117;37.0743
2.3431;-8.2892;-0.9703;8.6685;37.2849
2.0741;-7.6382;-6.9463;10.5307;37.6906
0.6001;-6.6802;-8.9963;11.2214;37.5976
0.6001;-7.1212;-7.3483;10.2504;37.632
1.7491;-6.0102;-8.2683;10.3705;37.6694
1.1361;-5.8952;-7.2913;9.445;37.4167
1.4621;-6.1242;-6.7363;9.2207;37.2481
1.0781;-6.1242;-8.0193;10.1478;37.1688
0.6191;-8.0782;-5.8353;9.9846;37.0223
0.6951;-8.2702;-4.9353;9.6559;36.1523
1.0401;-9.2082;-3.9013;10.0545;35.9095
1.1931;-9.9172;-2.8663;10.3918;35.6161
1.2511;-9.4192;-1.2383;9.5823;34.1649
0.9061;-10.2242;1.2507;10.3402;33.7953
0.2931;-8.6152;4.2197;9.5976;33.8869
1.6911;-13.1352;1.6147;13.3417;34.2336
2.5151;-8.9592;1.2887;9.3943;33.8272
1.9211;-9.3042;0.8867;9.5417;21.6777
0.5231;-8.0022;2.9167;8.5332;12.6816
0.6191;-9.3422;1.0977;9.4268;12.2184
1.7301;-10.7222;3.4917;11.4083;11.0431
0.9061;-9.6682;3.4537;10.3064;10.7912
0.7911;-6.7762;7.9167;10.4507;11.9094
0.6191;6.0568;12.4747;13.8811;17.9979
