x;y;z;a
5.370;3.567;-8.900;10.989
38.066;-22.712;-33.494;55.558
-27.076;-37.308;-21.465;50.850
5.734;-39.664;1.328;40.098
10.599;-6.297;8.396;14.916
-18.016;3.663;-21.810;28.525
28.968;-23.746;-26.866;46.095
-5.719;4.352;14.276;15.983
-18.227;21.342;-37.823;47.099
29.045;6.344;-36.827;47.329
-0.184;10.979;-36.999;38.594
19.065;-1.183;13.127;23.177
1.711;3.069;8.511;9.208
0.754;4.601;6.672;8.140
-0.567;4.563;8.319;9.505
-0.088;4.084;8.798;9.700
-0.184;3.912;8.855;9.683
-0.146;3.797;8.721;9.513
-0.146;3.777;8.760;9.541
-0.146;3.912;8.817;9.647
-0.107;3.701;8.817;9.563
-0.088;3.739;8.817;9.578
-0.069;3.797;8.836;9.618
-0.107;3.816;8.894;9.679
-0.107;3.816;8.894;9.679
