x;y;z;a;index
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
0.8681;-30.6422;5.0237;31.0634;0.0
