x;y;z;a
2.882;3.805;8.857;10.061
2.882;3.805;8.857;10.061
2.135;0.606;9.815;10.063
1.713;0.338;8.723;8.896
1.809;2.426;8.532;9.053
4.28;2.464;6.942;8.519
2.077;-0.179;9.528;9.753
4.97;-1.232;6.846;8.549
8.092;-2.132;4.969;9.732
8.705;-0.389;6.444;10.837
9.413;-1.059;4.835;10.635
9.911;5.625;6.846;13.294
7.0;-2.764;3.571;8.33
9.413;-4.909;2.9;11.005
5.41;-6.039;4.241;9.15
7.46;-5.58;3.149;9.834
6.521;-5.56;3.015;9.084
5.276;-7.227;3.686;9.677
3.667;-7.035;2.326;8.267
6.828;-6.441;5.716;10.99
6.445;-7.093;6.98;11.856
10.678;-6.94;8.819;15.49
8.034;-6.02;5.333;11.368
4.816;-8.778;2.977;10.446
-30.695;-7.974;24.296;39.951
