x;y;z;a
-1.369;-12.877;-3.113;13.319
-1.005;-5.79;0.143;5.879
-0.067;-10.79;-0.91;10.829
1.886;-10.349;2.038;10.715
-1.465;-7.706;1.253;7.944
2.671;-7.859;0.028;8.301
3.61;-11.345;-2.807;12.232
-0.718;-8.529;-1.332;8.662
-1.676;-19.371;-3.726;19.797
-5.373;-21.822;-4.971;23.017
-0.393;-4.641;-7.442;8.779
6.521;-5.254;4.912;9.708
2.882;-0.255;5.046;5.816
-0.488;6.793;2.824;7.373
4.395;7.061;5.524;9.984
11.693;-9.947;6.999;16.872
6.579;-3.492;5.046;8.996
7.383;-3.779;5.467;9.933
7.536;-4.756;6.655;11.122
8.398;-1.557;4.356;9.587
8.417;-4.449;4.892;10.704
9.509;-3.607;0.468;10.181
7.517;-5.331;0.927;9.262
12.67;-5.867;6.884;15.567
9.184;-2.515;3.341;10.091
